Date,Close_Norm,SMA5_Norm,SMA20_Norm,Return_Z,Volatility_Z,RSI_Z,Volume_Log
2020-06-02,1.2752592786225558,1.273730152266998,1.1902784745315078,-0.46663831008358614,-0.5696902126245146,0.27208507004612886,16.062180745993576
2020-06-03,1.2370288701251546,1.2671763679531578,1.2021299180377656,-1.0088545866282337,-0.39468419446314906,-0.14873245805508276,16.533583166529993
2020-06-04,1.2807208780311787,1.269797881678694,1.2158928932169355,1.1422870080754757,-0.4365423902011708,0.3581836409196646,15.952520290625047
2020-06-05,1.239759669829466,1.2651009916723994,1.2267066598308565,-1.074885573369561,-0.16448490036339636,0.43928961227424157,16.338351356456844
2020-06-08,1.2697977916943557,1.2605132976605422,1.2332604497687176,0.7769105001327415,-0.1094775409155224,0.5385645234496779,16.043091569726453
2020-06-09,1.2599672277040181,1.2574548874768345,1.2406334739938514,-0.27630816427717564,-0.24221394963313328,0.2865404570023143,16.182894888106517
2020-06-10,1.2299288808782831,1.2560348896274605,1.2397323258386879,-0.8066510288028397,-0.3503613110542769,0.34350543098264896,15.999298376135236
2020-06-12,1.1774984938871391,1.2353904127986524,1.2356361993944955,-1.4255935661802812,-0.08443273005065945,-0.043177405669731855,16.437855510537766
2020-06-15,1.1578372534260413,1.2190059295179674,1.231649308312888,-0.5713346109819719,-0.0732036969160031,-0.16479742157148242,16.300700834193158
2020-06-16,1.2069906357798426,1.2064444983350648,1.2326323759599642,1.3772583051806182,0.18518272542434475,-0.10826725215470774,16.362121560175257
2020-06-17,1.2282904910400345,1.2001091510022681,1.2339704430693839,0.5600817770379333,0.25326145444793696,-0.24794024942852502,15.905306433035678
2020-06-18,1.2211906142735858,1.1983614976813284,1.2336700641003433,-0.21168881624959832,0.13200677198235033,-0.277178722626928,15.61599848975617
2020-06-19,1.226106008749177,1.2080830006537362,1.23544505578804,0.11133084027772917,-0.10464333335278891,-0.21500867019848488,15.874248884440352
2020-06-22,1.2020753537846736,1.2169306207254629,1.236127750090097,-0.6669256765213212,-0.20649748469300197,-0.579399101635071,15.532167817358342
2020-06-23,1.2113598253224027,1.2178044586339747,1.2373019669676493,0.23317486270836696,-0.33175759892060874,-0.40821133357676337,15.411660778746732
2020-06-24,1.1944292720851937,1.2110322148430066,1.235581601397277,-0.4816970429557436,-0.31662520197611604,-0.2788809265976319,15.655159150625817
2020-06-25,1.200982943918611,1.2069906807720117,1.2321408590084895,0.15948646857522533,-0.38246487413378943,-0.6169280748119004,15.258294178534689
2020-06-26,1.1714909145063301,1.1960676619234423,1.2273347392636311,-0.8302382545187129,-0.6381808602797178,-0.5440988571072688,15.71227863093642
2020-06-29,1.1398142903227693,1.1836154492310613,1.2211632477867227,-0.9120361961994544,-0.5389610616987542,-1.0590990837604326,16.567838280371234
2020-06-30,1.1611140331025385,1.1735662907870885,1.2145821363541676,0.5943410831899757,-0.9299708641159947,-0.7684129655069313,16.15352003253974
2020-07-01,1.1196067324482173,1.1586017828596933,1.2067995090454506,-1.1989128969048617,-0.8525062482326615,-0.8307222187381093,16.46531019610757
2020-07-02,1.1141451330395946,1.1412342206838901,1.2006553221911727,-0.1819691686448898,-0.8507194157043173,-0.5441334891025889,16.48102062271886
2020-07-03,1.1026760667305855,1.127471251128741,1.191753081626143,-0.3603861361043598,-0.9018502452067495,-0.4843061233062866,15.929826240701368
2020-07-06,1.1551064537217297,1.1305296838085332,1.1875204208207562,1.5451218656845505,-0.2600030838796164,-0.4480220692590242,16.625000418202504
2020-07-07,1.1196067324482173,1.1222282236776688,1.180010867858449,-1.0337042098932414,-0.17456679590355334,-0.925508041283952,16.580819030883422
2020-07-08,1.1419987726136267,1.1267066317107506,1.1741124451039298,0.6375916635904343,-0.06562445531807695,-0.6316035568583044,15.981321176653264
2020-07-09,1.1305297063046178,1.1299835463637555,1.1691424863752462,-0.352114958333678,-0.08021447241563628,-0.75246411613629,15.787822241845468
2020-07-10,1.1250682193764174,1.1344619768929218,1.1665209726497103,-0.18041322516414854,-0.15125512795881613,-0.6390613996589863,15.773809646207402
2020-07-13,1.096668374869354,1.1227743611224466,1.163462528721876,-0.852843795483284,-0.16613330481731078,-0.9077409698833648,16.229909707651444
2020-07-14,1.097760672254994,1.118405149083802,1.1580010305456336,0.011543838785894612,-0.26147398978922065,-0.8013115683717775,16.131364726108174
2020-07-15,1.1092298510444256,1.111851364769962,1.1520479985458532,0.32291500605105,-0.4408679213989171,-0.7463641019676338,16.370326592445988
2020-07-16,1.1004914719593055,1.1058437179008995,1.146013041430139,-0.2807899200122112,-0.4338932676150896,-0.6136607974118105,16.12313075352737
2020-07-17,1.1294372964385548,1.1067175333133268,1.141179605814608,0.8452228818035881,-0.3265143797040497,-0.06330586403665783,16.24819119781903
